   time      numb     lati     long      area       tilt
19820507    3720     13.43    114.21     186.0       15.57
19820507    3721     -7.55     98.12      51.0       -2.89
19820507    3722     -2.54    122.40       3.0       -8.50
19820516    3727      3.36     30.11     192.0      -12.98
19820511    3729     -7.54    109.66       2.0       10.42
19820513    3731     -3.37     11.64     278.0       -8.37
19820512    3732     -4.32     81.98      12.0        2.94
19820517    3733    -14.09     22.77     314.0       11.93
19820518    3735    -22.43    357.12       3.0        6.04
19820514    3736      8.66      0.37       4.0       55.68
19820516    3737    -11.50    337.03      20.0       12.28
19820514    3738    -20.65     11.72       5.0      -20.73
19820525    3739     14.21    307.52     387.0       37.77
19820520    3740     20.75    308.99    1063.0       32.00
19820519    3741     23.08    296.59      54.0        2.45
19820519    3742    -13.23    299.51      16.0        5.91
19820523    3743     24.09    285.25      31.0       21.33
19820515    3744     -6.14      9.12       9.0       -6.78
19820520    3745     15.70    326.70      13.0      -20.46
19820523    3747    -22.92    267.79      25.0        3.39
19820526    3748    -19.81    255.88      69.0      -18.31
19820522    3749    -20.44    331.77      48.0       24.66
19820525    3750    -15.48    218.18      84.0       12.71
19820529    3751    -20.79    279.29     544.0       21.76
19820527    3752    -14.89    196.11     229.0       -0.97
19820528    3753     -4.07    203.01     686.0        9.72
19820603    3754     -2.81    150.45       3.0       39.11
19820529    3755    -20.61    220.26      22.0       30.47
19820530    3756      6.16    234.64       4.0       23.91
19820603    3758     17.90    139.51      25.0      -14.80
19820602    3759      9.43    115.01     167.0      -14.41
19820605    3761     13.44    109.71      89.0       -2.80
19820605    3762     20.93    106.64      81.0       34.07
19820606    3763     -8.81     84.15    1480.0      -18.09
19820605    3764     -8.54    150.69      12.0        7.07
19820606    3767     -8.62    122.04      57.0       21.91
19820610    3768      2.11     32.12      97.0       57.60
19820608    3769      9.23     38.91      22.0       50.57
19820611    3770    -18.22     32.93     819.0       -3.38
19820610    3771     -2.59     13.72      74.0      -16.17
19820611    3772     18.71      1.59     222.0      -18.73
19820611    3773    -13.89    352.72     117.0       -7.38
19820612    3774      7.15    341.93     410.0        5.01
19820615    3776     12.03    313.81    2997.0       13.78
19820612    3777     11.50     48.99       9.0      -28.70
19820612    3778    -26.90     54.07       4.0       -2.12
19820613    3779    -23.02    340.23      24.0       19.98
19820618    3780    -18.53    283.88     275.0      -11.88
19820620    3781     15.80    278.09    1614.0       12.27
19820622    3782     15.37    242.39     350.0        7.04
19820617    3783    -18.29     19.96       3.0       41.73
19820620    3785     23.24    274.65      25.0        7.64
19820625    3787     -1.84    269.63     360.0      -10.59
19820625    3788      5.95    179.23      58.0       15.50
19820624    3789    -22.54    264.97      13.0      -12.00
19820626    3790     13.63    257.28       8.0        0.79
19820628    3791    -14.29    179.33     103.0        1.67
19820630    3792      6.35    108.60      19.0       22.96
19820629    3793    -12.65    149.99       8.0        8.70
19820702    3794     -6.38     87.75       8.0       44.42
19820701    3795     -9.87    127.82       5.0       -3.52
19820703    3796     12.60    121.04       4.0       23.59
19820705    3798     -9.99     85.34      41.0      -11.33
19820702    3799     -8.24    100.44      10.0       -7.67
19820704    3800     17.03     44.71       9.0        0.66
19820706    3801    -18.74     27.97      58.0       -2.90
19820706    3802    -15.62     28.23      89.0       19.93
19820709    3803     10.27    353.57     312.0        4.64
19820711    3804     13.16    320.86    3092.0       40.88
19820710    3805     -9.98     63.03      35.0        0.22
19820712    3806    -23.63    339.93     473.0       16.50
19820711    3807     -6.74    312.78     156.0       21.94
19820712    3808     15.69     38.51      60.0       -4.04
19820719    3809    -11.37    302.47     464.0        6.14
19820718    3810     12.72    280.99     699.0      -19.88
19820713    3811     10.42     28.34      39.0       13.17
19820716    3812     21.01    278.11     649.0       24.56
19820716    3813     -4.27    279.61      78.0       19.93
19820718    3814     18.86    304.05      16.0        1.27
19820716    3815    -20.45    279.53      62.0      -15.85
19820715    3816    -14.64    357.84       4.0      -28.48
19820717    3817     18.23    242.04      95.0       52.99
19820716    3818    -19.95    314.44       6.0       13.67
19820717    3819    -21.50    265.69      99.0      -14.34
19820720    3820     11.03    197.81      32.0       -8.27
19820721    3821     15.30    264.87      22.0       -6.75
19820725    3822    -20.18    169.70      28.0       12.15
19820723    3823     -4.90    192.12       6.0       61.64
19820724    3824     20.32    245.70       5.0        3.99
19820726    3827    -12.78    141.07      13.0      -53.55
19820728    3828      6.06    110.52     118.0      -28.65
19820803    3829    -11.21     61.49     788.0        1.56
19820801    3830     16.08     40.96      54.0        0.95
19820731    3832    -12.11    103.73      25.0       -4.21
19820731    3834    -15.00     94.23       4.0      -37.32
19820802    3835     -7.24     90.82      11.0        4.93
19820805    3836    -15.21      5.96      79.0       75.14
19820806    3837      8.87    340.05    1109.0        2.35
19820806    3838      9.62     15.75     337.0       -5.95
19820808    3839     11.60    323.44     596.0        8.12
19820811    3840    -18.57     15.39      38.0      -19.49
19820809    3841    -11.21    359.54      29.0      -18.32
19820811    3842     19.89    311.77       9.0       21.87
19820812    3843     -7.04    296.92     193.0      -48.20
19820811    3844     -8.40    317.86     133.0       14.07
19820810    3845     15.76    286.64     212.0       79.67
19820810    3851     16.74    339.22      10.0       12.81
19820809    3852    -11.20    312.22       3.0      -29.84
19820810    3853    -10.52    290.20      12.0        8.54
19820811    3855    -21.87    291.59       5.0      -15.53
19820819    3856    -11.75    266.77    1597.0       -0.13
19820815    3858     -3.51    208.49      54.0      -22.49
19820814    3859     15.10    246.49       5.0       -2.07
19820816    3860     23.91    229.65       5.0       25.92
19820817    3861      7.65    277.67     120.0       -5.99
19820818    3862     25.31    194.64     196.0        9.55
19820818    3864     14.25    279.68     222.0       -6.87
19820827    3867    -11.40    158.17     662.0        0.47
19820822    3869     -2.58    179.31      17.0      -19.08
19820828    3870     14.83    129.44    1307.0       26.71
19820827    3871     14.89    142.36      11.0        2.96
19820824    3873    -13.99    179.82      18.0       -6.84
19820826    3875      7.68     86.42     180.0      -16.49
19820904    3876      6.42     58.43     105.0        1.66
19820827    3877     21.93    140.54     557.0       36.75
19820828    3878    -20.86     68.03       2.0      -24.94
19820830    3879    -14.86     38.66     333.0        8.36
19820829    3880     10.46     33.86     116.0       -3.61
19820829    3881      8.51    102.91     204.0       17.42
19820831    3882     -3.09     11.13     182.0       18.00
19820903    3883    -20.48     10.24     305.0       18.71
19820831    3884     -1.38    102.69       5.0       22.84
19820903    3885     10.37    346.54     262.0       52.78
19820904    3886     13.66    328.15     468.0       19.44
19820904    3888     25.90     20.41      24.0       18.82
19820907    3889     -9.43    303.11      10.0       83.11
19820908    3890      5.25    288.37     164.0       18.21
19820903    3891     16.28     36.25      27.0       10.64
19820904    3893     25.77    351.74       6.0       39.67
19820907    3894     15.12    279.94       3.0       75.62
19820908    3895     -9.89    268.57     578.0      -13.11
19820908    3897     19.88    348.05      21.0        5.59
19820909    3899    -10.70    293.94      33.0        7.05
19820905    3900     -8.30    331.38       2.0      -77.07
19820912    3901    -12.60    211.02     263.0       16.88
19820912    3902    -22.22    262.66     223.0        0.20
19820917    3905    -14.83    182.12     236.0       19.61
19820917    3906      1.57    179.78     104.0        9.36
19820916    3907    -10.09    157.46     395.0        4.48
19820918    3908     18.78    149.21     350.0        6.82
19820917    3909     16.84    216.69      95.0        2.91
19820917    3910     13.20    137.50     293.0       14.55
19820919    3912    -11.19    133.88       7.0       40.46
19820924    3913     -8.89    125.64      48.0        7.33
19820920    3914     15.52    129.68      94.0       -7.69
19820922    3915     14.80    120.42       7.0       16.14
19820929    3916    -17.53     64.50      90.0       39.21
19820929    3917     16.38     36.04     470.0       26.05
19820923    3918     17.44     95.12       4.0       33.31
19821002    3919    -11.52     38.62     796.0        6.44
19820926    3920     -5.94    111.21      17.0      -10.52
19821002    3921    -18.40     14.35     333.0      -23.09
19821001    3922     14.00     21.24    1210.0       12.23
19820929    3923     -1.63     12.58     404.0       11.69
19820927    3924    -18.88      5.77      36.0      -78.77
19820926    3925    -10.19     87.63       4.0        5.41
19820927    3926      9.16    359.53       8.0        5.78
19820929    3927     25.42     23.73       6.0       31.70
19820929    3928     -9.11     47.75      39.0      -13.11
19821002    3929     21.84     21.15       1.0       -1.67
19821005    3930     13.22     10.69     204.0       37.38
19821002    3931     16.53    355.89      38.0       -8.04
19821007    3932    -10.22    269.33     178.0       48.37
19821006    3935      8.35    244.26      53.0        5.18
19821005    3936      9.40    345.31      20.0       14.35
19821006    3937    -20.56    275.26       8.0       16.10
19821014    3938     21.40    247.18     339.0        2.67
19821007    3939    -11.96    274.99      16.0       50.02
19821010    3940     14.67    251.26      32.0       17.84
19821010    3942     15.87    281.46       4.0        1.66
19821013    3943    -14.09    179.10      10.0       52.38
19821010    3944      8.55    228.97      26.0       -8.30
19821014    3945     18.87    169.73      14.0        8.72
19821015    3946     -9.22    219.52      97.0       -8.10
19821011    3947     12.50    242.29      11.0      -10.15
19821013    3948      6.10    195.35     161.0       16.46
19821015    3949      2.80    212.72      60.0       -8.56
19821017    3950     -7.18    136.26     347.0      -14.80
19821017    3951     11.34    186.23       5.0       -6.76
19821018    3952     14.75    145.39       7.0        5.31
19821019    3953     18.79    127.58       5.0      -82.70
19821020    3954     -6.61     71.52      12.0      -53.60
19821023    3955    -10.23     52.30    1057.0        0.19
19821019    3957    -13.99    102.42      33.0       12.31
19821019    3958     12.51    113.70       6.0       10.44
19821024    3959     11.50     49.16     109.0        6.97
19821026    3960     10.66     21.19     344.0      -39.75
19821028    3961     -6.80     14.93    1084.0      -12.29
19821025    3962      7.41      8.44       4.0      -69.08
19821026    3963     11.66     57.85     280.0       15.85
19821023    3964    -13.99     33.22       7.0      -38.05
19821025    3965     14.97     13.44       7.0       14.48
19821101    3966      6.77    347.29     409.0       20.44
19821028    3967      9.08     31.39      75.0       -6.75
19821025    3968    -19.01     19.56       8.0       -9.54
19821102    3969     -9.11    341.31      21.0       18.83
19821105    3970     20.94    248.31     170.0       15.94
19821106    3971    -21.55    276.88      11.0       51.07
19821106    3972     12.15    232.26       9.0       -4.08
19821103    3973     21.67    237.46      43.0       20.36
19821104    3974      4.66    230.40      12.0       -8.54
19821105    3975    -10.37    302.84      84.0       21.00
19821106    3976     12.15    197.92      77.0      -30.17
19821107    3977     -8.42    228.47      10.0       -4.08
19821107    3978     25.42    192.93      11.0      -23.33
19821107    3979     10.66    208.32     237.0        0.94
19821104    3981     26.04    228.03      74.0       34.45
19821107    3982    -10.30    282.06      12.0       14.91
19821108    3983    -11.20    243.76      51.0       14.15
19821112    3984    -14.70    152.58     136.0       62.46
19821109    3986      4.57    163.15       6.0       24.96
19821113    3987    -12.04    135.79    1332.0       -2.37
19821108    3988      5.95    218.98      12.0        2.56
19821111    3989    -17.57    186.01       5.0        2.55
19821117    3990     -7.10    139.41     244.0      -78.75
19821113    3991      6.09    146.19      18.0       28.23
19821114    3992    -28.67    166.39       3.0       13.80
19821114    3993     -5.79     99.21      15.0       10.52
19821121    3994     -9.80     75.80    2326.0      -65.44
19821114    3995    -15.41    142.95      71.0       23.14
19821115    3996      1.63    132.66       3.0       37.45
19821120    3997     -7.48     23.27     320.0       16.88
19821123    3998     10.66     15.29     293.0       34.45
19821120    3999    -14.30    112.01      27.0        5.45
19821126    4000    -23.29    342.93     126.0       41.50
19821122    4001     11.36     68.18     109.0        3.14
19821121    4002     -6.89     91.95      21.0       20.50
19821123    4004     16.71     85.84      69.0       12.64
19821130    4005    -10.95    268.04    1021.0       -7.13
19821204    4007    -14.11    284.92     417.0        9.31
19821128    4008    -21.41    269.14      12.0       -3.84
19821201    4010      8.13    222.80     148.0       37.82
19821128    4011     13.56    350.98      11.0        7.35
19821202    4012     11.78    210.80     188.0      -72.38
19821204    4013     14.01    258.84     318.0        7.73
19821211    4014      5.94    207.87    1178.0        5.39
19821203    4015      2.72    224.13       4.0       15.61
19821207    4016     -9.17    173.08      18.0      -58.85
19821210    4017     -9.37    154.84     170.0        7.43
19821206    4018     -8.70    238.33      53.0      -12.11
19821208    4019    -23.09    242.13     218.0        1.13
19821213    4020     -5.55    139.73      58.0      -80.06
19821211    4021    -16.45    132.52    1164.0       -5.14
19821210    4022     10.54    117.58    1155.0       -5.92
19821208    4023     12.85    247.47      14.0        9.66
19821211    4024     -6.30    103.72     164.0      -10.25
19821217    4025     -7.02     89.36     740.0        9.09
19821213    4026    -10.64     78.29     601.0      -71.20
19821212    4027     -4.66    132.68      29.0        3.61
19821213    4028    -12.90    140.59      37.0      -27.07
19821219    4029     -5.71     23.26      18.0       30.15
19821218    4030     10.23     16.57      32.0       -5.88
19821221    4031    -17.83    352.05     255.0       -0.58
19821227    4032      8.49    352.33     235.0        7.70
19821224    4033    -15.46    291.14    1306.0       14.76
19821220    4034     17.82     57.61       2.0       -5.57
19821222    4035     -3.12     38.44      91.0      -12.73
19821225    4036    -18.74      3.18     239.0       -2.17
19821226    4038      4.90      2.58     259.0       11.71
19821225    4039    -15.63    268.40     229.0       65.89
19830104    4041      6.24    211.79     370.0       33.44
19821229    4042    -18.45    295.89      38.0       42.01
19821230    4043     -2.88    269.72       6.0       25.65
19830102    4044      8.11    231.29      22.0       39.27
19830103    4045     22.29    219.66       8.0      -16.71
19830107    4046    -15.96    191.90     543.0       11.16
19830107    4047    -16.88    170.06      13.0        3.71
19830107    4048    -12.40    129.90     292.0       29.27
19830106    4049     -7.07    135.40      57.0       -3.74
19830104    4050     -8.78    175.33      13.0      -15.95
19830109    4051      7.84    119.00      12.0      -24.38
19830113    4052     -5.32    119.65      59.0       -6.18
19830109    4053     -8.71     98.91     162.0       -0.24
19830110    4054    -16.60    132.59     180.0       17.07
19830106    4055    -11.50    145.80      11.0       16.52
19830107    4056     16.23    127.28       2.0       -5.83
19830119    4058    -17.93     28.53     155.0      -75.80
19830112    4059     14.21     70.79      20.0       11.81
19830116    4060      3.29      5.47     339.0       51.89
19830114    4062     10.32     13.82       5.0        1.59
19830118    4063      4.44     27.78      28.0        6.83
19830116    4064      7.61    356.85     306.0       -9.84
19830118    4065    -13.12    352.21     594.0       -1.14
19830119    4067     15.74    333.34     147.0      -24.69
19830120    4068    -12.10    314.31     131.0       37.79
19830125    4070    -10.58    263.53      18.0       -0.18
19830126    4071      4.93    213.88     274.0       21.24
19830129    4072     -9.10    244.56     398.0       -9.65
19830126    4073      4.24    237.34     426.0      -10.21
19830202    4074    -17.07    192.38      70.0       -6.04
19830129    4075    -14.39    177.83     193.0      -11.40
19830128    4076     23.94    281.10       3.0       -9.45
19830201    4077    -17.90    168.01    1192.0       24.89
19830207    4079    -18.44    123.37    1003.0       11.57
19830131    4080     19.71    137.31       4.0       45.22
19830203    4081    -10.71    111.24      51.0      -26.91
19830204    4082     -7.25    130.30      23.0      -12.41
19830207    4084    -11.16     91.88      12.0      -54.98
19830207    4085    -18.86     81.83       5.0      -25.47
19830211    4086      2.51      6.50      16.0       -9.32
19830209    4087     -3.49     87.09       1.0       63.48
19830215    4088    -14.55    354.94      11.0        7.97
19830218    4089      7.66      6.76       7.0      -19.49
19830218    4090    -16.71    300.46      81.0      -24.71
19830221    4091    -13.57    265.95      41.0       69.35
19830222    4092     -8.80    247.80     166.0        6.75
19830222    4094     14.25    224.38      92.0      -20.46
19830222    4095     -7.84    259.94       3.0      -17.79
19830222    4096     20.67    217.28       5.0        1.30
19830225    4097     15.09    181.17     233.0        5.35
19830225    4098    -16.87    172.88      42.0       10.00
19830228    4099    -18.56    159.80     347.0       59.74
19830228    4100     -8.89    233.30      71.0       10.71
19830227    4101     15.14    216.15       9.0      -39.42
19830306    4102    -15.25    127.17     347.0      -20.65
19830227    4103    -16.02    181.25      25.0       34.30
19830301    4104    -19.29    118.92     544.0       39.33
19830305    4105     -9.31    137.85     456.0       12.26
19830306    4108     -7.75    113.35       8.0      -16.50
19830310    4110     -2.02     91.19     218.0        7.60
19830309    4111     10.46     34.81       1.0        8.05
19830311    4113      4.89     92.51       8.0        3.62
19830312    4114     -9.83     35.75      16.0      -14.42
19830320    4115    -11.60    306.13     787.0       19.87
19830317    4116     -7.07    284.05     439.0       -5.19
19830316    4117     18.98      1.17      61.0        4.61
19830318    4118    -11.11    269.85      37.0       73.83
19830318    4119     12.07    301.39       5.0       28.17
19830320    4120    -12.99    230.74      46.0        1.71
19830325    4121    -11.93    266.80      47.0      -11.04
19830327    4123    -14.82    191.88      13.0       10.63
19830325    4124     21.13    267.60      30.0       -4.37
19830402    4125    -13.63    145.36      38.0       25.88
19830327    4126    -26.16    204.61       9.0       17.63
19830401    4127    -17.43    125.08     280.0       -3.11
19830327    4128    -14.69    156.75      52.0       -1.08
19830328    4129    -21.96    122.65      13.0      -73.56
19830326    4130    -50.21    222.71       3.0       42.08
19830402    4131     -6.36    144.83      64.0      -24.05
19830329    4132    -23.96    145.26       3.0       -2.21
19830401    4133     -4.98     98.91       5.0       44.60
19830401    4134    -14.48    169.39      19.0      -20.67
19830404    4135    -11.66     31.24      66.0       -8.69
19830404    4136    -12.88    113.28       9.0       58.17
19830409    4137    -10.23     38.97     184.0        8.58
19830409    4138    -15.65    359.42     260.0       24.50
19830406    4139     -5.48     67.23       2.0      -30.57
19830409    4140     -8.39    340.95      40.0       -3.30
19830413    4142     -7.50    288.49      79.0      -11.29
19830412    4143    -12.90    338.98      22.0        3.49
19830414    4144     20.25    269.62      12.0      -75.63
19830418    4145     -7.80    284.02      90.0        1.16
19830416    4146      6.64    232.31     127.0        5.22
19830419    4148    -29.29    308.57     790.0      -76.14
19830418    4149    -11.27    273.14      25.0        3.17
19830423    4150    -11.87    175.24     461.0       19.71
19830425    4151     10.77    223.11     182.0       -9.41
19830421    4152    -22.98    204.23      33.0       13.07
19830423    4153     -8.32    252.64      13.0        9.78
19830424    4154    -12.23    133.54     324.0       34.01
19830424    4155     18.41    146.77       5.0        2.95
19830426    4156    -17.28    125.60     410.0       11.51
19830504    4157     -3.11    113.96     431.0        1.30
19830424    4158     11.46    167.61       4.0       23.29
19830427    4159     17.97    133.05      74.0        8.20
19830428    4160     13.77    133.22      95.0        8.84
19830501    4161    -11.48     78.12       2.0      -33.74
19830502    4162    -14.26    116.55     551.0       29.52
19830429    4163     -7.91     59.17      27.0       14.66
19830429    4164    -17.92    106.98      13.0       -6.93
19830501    4165     -9.99     40.31     392.0        5.95
19830508    4167     12.61     55.38      83.0        8.13
19830506    4168    -14.84     25.19     134.0        4.03
19830505    4169    -16.12    347.47       5.0       -5.73
19830509    4170     -8.85     22.89       8.0       22.70
19830509    4171    -30.13    300.30     795.0       57.13
19830516    4172    -11.35    301.29     463.0        3.00
19830512    4173    -11.14    349.37    2085.0       -5.22
19830522    4174     10.54    232.83     247.0       26.56
19830511    4175     -2.87    336.65       6.0       17.83
19830514    4176     -9.25    277.30     203.0       -1.74
19830514    4177     -5.01    254.26       6.0      -31.64
19830517    4179    -27.07    194.91     173.0        7.57
19830518    4180    -21.77    190.21       2.0       30.54
19830517    4181    -23.61    181.61     250.0       14.75
19830516    4182     13.09    209.40       2.0       25.87
19830520    4183     17.35    156.34     867.0       16.38
19830518    4184    -21.28    268.76       5.0        7.01
19830522    4185    -16.78    126.29      17.0       74.90
19830520    4186    -14.53    145.01       6.0       18.06
19830530    4187    -18.31    118.59     491.0        0.51
19830524    4188     -5.21    208.61      32.0       -2.21
19830524    4189     15.24    103.72      42.0       27.24
19830524    4190    -15.89    170.41       3.0       -4.66
19830530    4191     10.87     79.26       5.0      -10.16
19830527    4192    -11.72    136.47       6.0       -8.84
19830528    4193     -8.82    131.32      65.0       19.72
19830528    4194     17.97     54.49       5.0      -49.53
19830525    4195     -5.79     99.29       7.0       39.79
19830531    4196    -10.01     39.82      95.0       12.98
19830527    4198     -4.65    112.25       9.0       -7.44
19830603    4199    -12.18     53.58      61.0       11.76
19830607    4201     -9.56    350.24    2184.0        5.41
19830607    4203    -18.72    348.60      69.0       25.63
19830607    4204     -9.14    273.95    1222.0        8.97
19830610    4205    -10.83    250.14     128.0        1.74
19830608    4206    -15.07    299.47       6.0        8.69
19830613    4207    -26.95    182.28      35.0       53.49
19830616    4208     -7.01    172.81      65.0        7.55
19830619    4209     12.76    158.39     374.0       49.58
19830616    4210     17.90    161.20     208.0        1.04
19830615    4211     10.72    231.36      12.0       30.08
19830614    4212    -10.17    234.00       5.0      -39.86
19830623    4213    -11.63    158.24     228.0       47.46
19830624    4214     12.82    122.56     413.0       -4.22
19830620    4215      3.66    104.70       9.0       12.32
19830626    4216     16.18    107.64     434.0        4.06
19830623    4217     17.06     90.07      55.0        5.63
19830622    4219     -8.78     70.49     228.0       26.03
19830621    4220     18.61     82.68      47.0       80.47
19830623    4221    -18.43    118.94      15.0      -10.60
19830627    4222     11.03     76.10      86.0       -6.64
19830625    4223      3.91     39.03      16.0       31.12
19830624    4224     -8.61    132.60       6.0        5.88
19830625    4225     -3.71    142.35      18.0        1.38
19830626    4226    -18.82     88.92       6.0       31.26
19830628    4227     -9.16    354.12     338.0        1.49
19830630    4230    -18.95    342.35     268.0      -19.60
19830701    4233     -4.67      4.24       4.0      -15.99
19830706    4234    -11.18    274.76      41.0       12.86
19830712    4235    -20.43    279.70     780.0      -12.46
19830707    4236    -11.09    266.71     204.0        4.81
19830709    4237    -15.74    218.18     339.0       28.73
19830715    4240    -14.17    158.46     185.0      -24.05
19830712    4241    -10.99    189.62       9.0       49.77
19830712    4242      7.15    227.14       7.0      -23.44
19830714    4243     14.45    211.75     155.0       -7.19
19830720    4245     13.21    127.80     153.0        8.84
19830715    4246     18.73    161.76     131.0       18.83
19830716    4247     15.57    109.25      29.0        9.51
19830716    4248      4.06    162.73       7.0      -10.29
19830722    4249     -9.28    146.60     267.0        5.91
19830718    4250     -8.55    168.43      25.0       56.24
19830721    4251     -4.36    135.21      29.0      -12.27
19830724    4252     -9.10     85.98      21.0       33.47
19830723    4253     10.20     83.37     138.0        0.15
19830725    4254    -10.11     66.19       7.0       31.56
19830725    4255      7.65     97.65     431.0        8.79
19830725    4256     -5.39    100.44     481.0        7.89
19830727    4258     -6.19     24.55       9.0      -46.68
19830723    4259     19.61     88.10       6.0      -25.88
19830722    4260     -5.91    143.55      77.0       10.34
19830723    4261     -4.36    111.43       3.0       19.11
19830726    4262    -20.25    341.02      46.0       -2.23
19830730    4263     -9.40    291.34    1366.0       20.45
19830730    4264    -14.29     23.87      51.0        9.84
19830731    4266    -15.64    335.67      53.0        7.25
19830731    4267    -22.04    282.31     154.0       48.98
19830731    4268     -4.52    279.74      58.0       58.19
19830801    4269     13.13     10.93     160.0       -5.38
19830803    4272      2.50    232.21      21.0        7.23
19830805    4273    -12.80    265.86       2.0       45.37
19830807    4274    -17.07    245.47      19.0        8.84
19830805    4276     12.37    217.09       6.0       12.56
19830807    4277      4.76    176.60       4.0      -36.79
19830810    4278     -5.63    147.80     505.0       14.94
19830810    4279     -8.20    153.78     448.0        2.55
19830809    4280     -1.58    153.42     153.0       13.40
19830818    4281     -1.25    109.01      18.0       -3.40
19830812    4282      6.38    109.07      77.0       11.46
19830812    4283    -19.32    110.02      23.0      -17.49
19830817    4284     19.07     84.37      59.0       11.47
19830818    4286     26.31     77.22      13.0      -11.35
19830816    4287    -17.96     93.39       2.0      -16.85
19830821    4288     13.81      7.54     109.0       -0.98
19830827    4289    -11.24    342.55      95.0       22.00
19830822    4290    -10.76     51.36       8.0      -21.60
19830822    4291    -22.03     26.01       9.0      -42.41
19830825    4293    -10.07    301.37      15.0        9.18
19830828    4295     -8.33    285.02     160.0        5.12
19830828    4296    -16.98    293.71      14.0      -62.24
19830826    4297    -14.36      6.46      11.0        7.45
19830828    4298     -1.61    352.54      13.0        7.09
19830829    4299     -4.81    292.88      21.0       -7.95
19830829    4300    -20.28    282.87      23.0      -12.23
19830902    4301     12.61    210.74      84.0       17.11
19830827    4302     -3.81    325.75       9.0       -5.45
19830905    4303     -5.82    196.28       3.0        1.20
19830907    4304      9.65    225.24     381.0       10.54
19830909    4305     -9.67    175.11      84.0       16.62
19830905    4306     -0.77    161.58      19.0       13.55
19830906    4307     -9.90    149.30     216.0      -58.47
19830906    4308     18.50    142.04      12.0       35.30
19830912    4310    -22.95    134.97      13.0       26.82
19830910    4311      6.32    170.36      18.0      -20.47
19830907    4312    -10.70    166.21      13.0       51.71
19830911    4313      1.43    121.95      28.0      -50.97
19830910    4314     11.12    115.71       6.0      -22.07
19830913    4315     -6.64    118.51       3.0       26.65
19830913    4316    -32.08    118.16       2.0      -19.14
19830918    4317    -12.83     62.00     331.0      -17.30
19830919    4319     -8.25    334.86      86.0      -66.59
19830918    4320     -6.14     86.35      17.0      -79.61
19830922    4321    -15.21     15.67       6.0       38.50
19830921    4322     16.22     39.76      16.0       -2.50
19830925    4324    -19.86    267.78    1052.0        6.28
19830925    4325      6.24    309.65       9.0       46.67
19830928    4326    -12.52    237.87       9.0      -23.87
19830926    4327    -12.64    342.29      11.0       34.90
19831004    4328      6.77    132.32    1055.0       13.35
19831004    4329     19.40    136.70      77.0        5.37
19831004    4330     12.27    193.87      20.0        0.23
19831006    4331     13.82    113.27     167.0       54.22
19831011    4332    -14.83    148.09     160.0      -21.19
19831008    4333     -8.43     90.95     175.0        0.79
19831008    4334     -2.75    135.86      13.0        0.43
19831017    4335     21.37     75.16    1032.0       43.69
19831008    4336     -9.34    177.89       5.0       21.07
19831012    4337      6.11    111.85      52.0       26.36
19831011    4338    -15.20    121.12     102.0       12.69
19831013    4339    -11.80     24.78      60.0       -1.76
19831014    4340     -5.25     16.09     197.0       19.70
19831017    4341    -15.91    331.03       3.0       48.09
19831018    4342    -11.51    355.10      45.0        5.10
19831026    4344    -15.83    272.06       5.0      -21.02
19831024    4345     -6.98    253.37      11.0      -27.28
19831019    4346      3.93    326.25       3.0        4.23
19831023    4347    -11.23    258.35      12.0       -2.71
19831027    4349     -4.71    208.80      22.0      -29.64
19831031    4350    -19.69    219.05      44.0       16.11
19831101    4351    -15.25    151.32      11.0      -15.53
19831107    4352     16.67     90.16     141.0      -47.98
19831104    4353    -15.09     82.60     199.0       16.04
19831104    4354    -18.59     92.00     141.0       58.84
19831108    4355     -9.88     61.45     129.0       -5.43
19831108    4357    -10.30    109.35      31.0        4.00
19831110    4359    -17.39     27.22      36.0      -12.21
19831118    4360    -12.87      7.95     189.0       -4.51
19831116    4361    -14.53    328.79      89.0       17.17
19831114    4362     -8.48    357.05       3.0      -25.87
19831202    4366     17.87    117.67      25.0       10.84
19831201    4367     10.75     97.45      36.0       15.32
19831201    4369      3.64    109.29       3.0       56.98
19831210    4370    -10.61     62.08      21.0       -1.48
19831206    4371     -2.49     22.85      39.0       12.38
19831208    4372    -13.06     17.39     269.0       -6.23
19831207    4373    -20.29    120.21      51.0       12.31
19831210    4374      1.81    332.30     125.0      -12.39
19831210    4375     10.59     58.74     231.0       -3.04
19831211    4376    -15.29     10.09     125.0      -11.55
19831214    4378    -14.86    287.78      40.0       21.19
19831220    4380    -10.25    267.84     274.0       12.40
19831224    4383      2.00    192.72      32.0      -31.51
19840103    4384     15.37    118.85     101.0      -29.42
19840102    4387     17.50     90.81       6.0      -57.09
19840109    4388    -15.81     10.97      50.0      -15.47
19840110    4389     -4.74    319.34     133.0       20.52
19840111    4392    -13.92    271.54     227.0       49.55
19840115    4393    -16.47    257.33     658.0        2.35
19840118    4394     -4.04    178.66      35.0       -3.80
19840120    4395    -16.78    172.96      46.0       70.57
19840122    4396     -5.89    188.51     380.0       -2.40
19840125    4397     14.97    121.11     403.0       -5.49
19840131    4398     13.93    109.31    2617.0      -71.90
19840131    4399     10.92     87.51    1733.0       44.41
19840125    4400      7.22    101.44      20.0       -8.40
19840127    4402    -14.66     67.15       6.0      -23.44
19840201    4403     12.46     65.02     186.0       19.45
19840129    4404     14.98    131.06      36.0      -19.33
19840129    4405    -18.91     85.92       8.0       87.58
19840201    4406    -13.71     45.53      26.0       18.82
