   time      numb     lati     long      area       tilt
19911202    6947     -8.71     40.99       5.0        0.90
19911201    6948    -17.31     49.49      14.0       18.49
19911204    6949      3.52     38.55       2.0       25.92
19911205    6950     19.52     25.09     216.0       -1.35
19911201    6951    -18.02     95.34      14.0      -34.21
19911206    6952     18.02    356.05    1166.0       21.21
19911203    6953    -20.49     19.27      20.0       13.91
19911207    6954     -4.96     44.55     341.0        9.39
19911206    6955     10.14    353.87     205.0       31.27
19911203    6956    -12.53     70.96       7.0       13.69
19911210    6958    -18.05    341.84     766.0       -0.95
19911206    6959    -19.51     58.96      11.0       -2.35
19911210    6960    -15.30    325.41      55.0        2.61
19911215    6961      8.89    306.59    1864.0       13.28
19911207    6962     24.15     31.19       6.0       25.16
19911210    6963    -10.54      2.54    1032.0       -3.88
19911209    6964    -22.85    308.20      10.0       24.84
19911210    6965     -5.86    290.99      41.0       11.87
19911211    6966     -2.94    270.41     500.0        9.55
19911211    6967    -25.56    334.97     167.0       16.14
19911212    6968    -15.95    255.14     224.0        6.41
19911211    6969     22.65    304.31      14.0      -26.57
19911214    6970    -12.15    332.30      20.0       -9.97
19911215    6971    -26.70    282.47       3.0        8.04
19911219    6972    -10.57    194.24     681.0       -5.19
19911216    6973     21.16    285.34      49.0       32.22
19911218    6974    -17.57    269.50     229.0        4.28
19911217    6976      8.55    287.60       4.0       -4.56
19911220    6978    -21.46    152.05     347.0       -2.45
19911218    6979     18.26    183.81      18.0       -0.87
19911220    6980     -7.96    161.15      10.0        0.90
19911220    6981     -6.42    248.34      15.0       21.79
19911223    6983     -9.05    215.96     309.0      -12.50
19911225    6985    -17.44     94.06    2242.0        6.09
19911229    6988    -14.72     74.90    1220.0      -17.64
19911226    6989     12.05    118.62       3.0       -7.61
19911229    6990     -4.34     58.58     162.0        0.82
19911231    6991    -10.56     11.65     376.0       15.22
19920101    6992    -16.41     61.47       3.0      -18.12
19920104    6993     -9.60    345.04     898.0        7.09
19920105    6994    -15.57    339.20    1120.0        7.61
19920106    6996      7.82    314.13     543.0       17.40
19920104    6997    -21.08    337.68     101.0       33.12
19920106    6998      2.26    307.55     202.0        2.06
19920106    6999     20.08    295.98      28.0      -28.44
19920104    7000     12.07     28.69       4.0      -24.17
19920110    7001     24.24    275.57      62.0       20.44
19920107    7002      8.32     15.05     259.0        3.47
19920110    7003     15.73    298.11     414.0       -2.66
19920110    7004    -15.58    313.60     142.0        5.30
19920109    7005     20.87    312.00      47.0      -11.80
19920110    7006     10.68    304.78      20.0       21.17
19920110    7007     -4.77    242.04     592.0       -2.69
19920113    7008    -10.08    194.31     577.0       18.26
19920115    7009     12.53    181.16     127.0      -11.01
19920114    7010    -12.71    298.24      61.0       -2.43
19920115    7011    -16.24    259.14      11.0        2.73
19920117    7012    -11.86    145.92      81.0       33.78
19920115    7013     -9.04    222.97       8.0       14.30
19920116    7014     25.46    226.44      22.0       -2.78
19920120    7016      2.56    102.98     492.0        5.87
19920118    7018    -21.18    206.80      11.0       19.40
19920121    7019     16.76    149.87     241.0       19.69
19920119    7020     -5.97    206.57      19.0       -5.13
19920119    7021     17.16    199.07      11.0       32.69
19920120    7022     18.13    125.39      16.0       39.41
19920122    7023    -12.53    111.70       9.0       28.65
19920127    7024    -11.05     89.97       4.0       -9.86
19920124    7025    -18.36     78.54      16.0       66.94
19920124    7027    -21.93    104.03      26.0      -39.71
19920124    7028    -26.37     78.75       7.0      -15.02
19920201    7029     17.43     47.16     348.0        4.46
19920224    7030      6.94     21.16     966.0       16.83
19920128    7031     -5.02     29.34    1273.0       -2.73
19920127    7032      5.91     37.96      60.0       11.52
19920131    7033    -10.19      9.00     515.0      -17.68
19920129    7034      8.77    351.44     127.0       71.77
19920204    7035    -17.78    339.58      88.0       48.23
19920131    7036    -14.37    350.18      17.0       70.89
19920128    7037      6.15     32.05      82.0      -10.40
19920129    7038    -11.36     39.86      98.0       30.66
19920201    7041      6.84    315.23     133.0      -16.75
19920203    7042    -12.20    305.38    1307.0        4.30
19920202    7044    -28.78    299.85      83.0       17.58
19920211    7047    -27.94    240.97       1.0       -2.84
19920210    7048     -5.40    269.13     361.0        9.31
19920210    7050     11.61    219.47     904.0        5.40
19920210    7051     20.64    267.25     572.0       11.18
19920209    7052    -22.53    206.66     108.0       42.24
19920209    7053    -10.37    198.22      50.0       38.95
19920211    7054     14.41    199.63     236.0        4.00
19920209    7055    -16.84    282.87      25.0        7.73
19920217    7056    -12.56    183.52    1224.0        7.90
19920212    7057    -18.01    215.04       8.0        8.06
19920218    7058     13.76    187.46     274.0       -1.59
19920211    7059    -17.50    249.25     121.0       23.81
19920221    7060    -13.53    146.76      17.0        7.52
19920216    7061     -7.62    156.43      52.0        5.30
19920217    7062    -10.86    189.38      72.0      -54.75
19920216    7063    -14.43    116.77      32.0      -15.09
19920221    7064     -9.90     84.79     104.0       58.14
19920211    7065    -24.32    186.30       4.0        7.96
19920218    7066     -5.14    121.65       5.0       17.01
19920221    7067      4.16     50.02    1043.0        8.28
19920222    7068     15.30     48.48      47.0        2.46
19920221    7071     -6.30    107.17      38.0       30.90
19920228    7072    -10.70     16.04     290.0       21.51
19920223    7073    -15.75    129.09     278.0      -28.81
19920225    7074     16.57      4.87     326.0       23.58
19920223    7075     13.94     61.32      16.0      -41.99
19920226    7076     10.59    352.32     336.0        9.87
19920225    7078    -16.42    344.03      60.0      -32.25
19920225    7079    -15.42     92.51      30.0       31.17
19920228    7081    -11.97    313.29      31.0       49.38
19920229    7082    -14.13     41.80       3.0       45.61
19920301    7083    -10.17     31.85     314.0       13.84
19920229    7084     -9.93     49.50      10.0       22.10
19920305    7085     22.10    261.78      41.0       51.83
19920301    7086    -13.32    324.76       8.0       17.21
19920305    7088    -17.54    333.62     105.0        9.50
19920306    7089     13.16    227.57      92.0       -2.77
19920306    7090      3.93    294.59      31.0      -11.29
19920309    7091     -9.52    197.58     277.0       27.71
19920307    7092    -17.97    252.65       3.0       16.30
19920309    7093    -24.49    184.44     133.0       21.98
19920311    7094     14.21    186.98      94.0      -41.87
19920307    7095     15.07    269.51       7.0        0.50
19920311    7096     -5.97    239.85     128.0      -16.98
19920309    7097    -37.25    237.62      99.0      -47.42
19920314    7098    -13.97    148.48     111.0        2.42
19920314    7099    -26.18    135.62     346.0       15.62
19920314    7100    -16.33    137.30     469.0       67.18
19920315    7102     19.63    135.03      12.0       -1.44
19920313    7103     -0.32    201.41      14.0      -12.78
19920315    7104    -25.44    164.59      17.0      -56.82
19920314    7105    -20.58    170.35       8.0       25.13
19920319    7108      4.90     56.91     221.0      -19.60
19920320    7109      3.98     43.40     480.0        4.53
19920324    7110      7.18     18.62      11.0      -12.45
19920322    7111     -9.59     18.03     102.0       -5.95
19920321    7112      0.40    107.42      14.0       -7.04
19920323    7114     -6.69     24.06      21.0       -2.68
19920324    7115      5.69     28.49      16.0      -34.31
19920401    7116     -8.40    341.43     630.0        7.86
19920329    7117      6.65    333.92    1791.0        3.92
19920329    7118    -11.16    351.15      31.0       24.50
19920420    7119    -18.95     87.32     329.0       -3.26
19920329    7120    -17.69    315.22     519.0        6.05
19920329    7121    -20.38    293.31       4.0       -2.16
19920401    7122    -11.52    326.76     100.0       -0.40
19920408    7123     -6.04    202.25     449.0      -19.86
19920405    7124     13.58    290.10     570.0        6.90
19920408    7125    -16.38    150.87     272.0       -6.56
19920410    7127     -5.18    139.86       8.0       44.48
19920411    7128    -11.24    108.54     509.0      -17.52
19920410    7129      7.17    198.97       6.0       -6.16
19920415    7131      6.54     95.38     152.0       -1.84
19920418    7132    -26.26     43.99     652.0        3.82
19920414    7133      6.65    136.19      30.0       -7.75
19920416    7134      1.73     34.44      22.0      -22.57
19920420    7135    -15.91      6.90     812.0        0.14
19920419    7136     21.81     11.18      17.0        9.85
19920423    7137    -18.92    348.75     340.0       23.83
19920421    7138     10.08    341.86     492.0       22.54
19920421    7139    -16.68    339.53      38.0       21.17
19920422    7140     -6.86    332.54     117.0       15.74
19920425    7141      8.91    331.51       6.0        7.39
19920423    7142    -22.40    311.69      37.0       10.24
19920425    7143     -5.08    286.41     362.0        0.56
19920423    7144     15.99     50.55      32.0        1.45
19920426    7145     11.48    312.65     135.0       17.60
19920425    7146      8.45    270.91      89.0       22.20
19920429    7149     -4.67    257.00       7.0      -16.35
19920430    7150     -7.14    269.97     334.0       -7.12
19920501    7151     -8.17    209.52      67.0       66.01
19920501    7152     13.56    206.55     117.0       13.81
19920430    7153    -40.52    278.96       7.0      -23.40
19920505    7154    -25.93    154.16     740.0       -5.06
19920503    7155      8.00    201.01       9.0       29.27
19920505    7156     -5.61    248.25      19.0       34.44
19920505    7157    -17.37    149.42       8.0       16.95
19920503    7158    -19.75    203.90       3.0       34.10
19920505    7159     -7.87    198.34       3.0        8.52
19920511    7160    -15.71    106.78      74.0      -24.15
19920507    7161     -8.50    145.90      21.0       13.98
19920511    7162      5.78    169.44     196.0        7.28
19920512    7163    -18.57     84.01     115.0      -61.45
19920518    7164    -14.46     42.37      32.0       -9.36
19920516    7165    -28.02     39.93       4.0      -18.01
19920512    7166    -20.49    158.34       4.0        1.17
19920521    7167     -6.83     47.03      43.0       -2.71
19920515    7168    -24.13     27.76      40.0       11.27
19920514    7169    -10.37     54.13       7.0       24.29
19920517    7170    -16.67     11.45       7.0       18.89
19920520    7171     -9.18    334.62       6.0      -20.14
19920526    7172     22.99    327.97    1169.0        5.18
19920522    7174     13.83    286.03      36.0       74.23
19920523    7175     -5.41    277.10      30.0       86.85
19920523    7176    -12.66     21.39      52.0        3.18
19920523    7177    -22.91      0.55      96.0        4.57
19920523    7178    -21.61    264.51      34.0       15.59
19920523    7179     -4.81    288.77      22.0       10.41
19920530    7180     16.90    216.67       6.0       10.57
19920603    7181      7.82    213.41      37.0      -29.37
19920528    7182      7.91    225.08       2.0      -44.83
19920602    7183    -26.39    149.09      69.0       59.43
19920603    7185     12.69    198.40      81.0       15.78
19920604    7186      9.52    115.92     378.0       16.68
19920604    7187     -8.34    109.55      45.0        3.65
19920603    7188     10.35    174.65       1.0       -0.97
19920603    7189      4.05    141.02      22.0       -6.35
19920604    7190     -5.55    133.05      15.0        0.65
19920612    7191     11.51    108.42     179.0       16.16
19920608    7192      9.47     87.08     313.0        3.69
19920611    7193     14.74    110.63      35.0       -1.51
19920614    7194    -10.49     15.63     192.0       42.69
19920612    7195     -8.24     50.66      29.0        2.75
19920612    7196     -0.74     21.03       3.0       76.23
19920613    7197    -10.99    343.83     145.0       36.29
19920612    7199    -23.80     21.93      13.0      -21.86
19920618    7201     25.33    318.98     276.0        3.38
19920614    7203      6.80     33.89      10.0      -36.37
19920616    7204    -23.84    339.75       9.0      -18.60
19920624    7205     11.10    313.04    1513.0      -46.63
19920620    7207     14.14    264.29       3.0       60.92
19920622    7208    -26.06    289.82     171.0        5.01
19920626    7209     10.53    213.70      24.0        0.65
19920627    7210     13.28    197.90       4.0       33.54
19920627    7212      5.89    223.93      56.0        9.10
19920629    7213     15.99    196.56      20.0       31.24
19920701    7214    -14.99    214.52      36.0      -22.41
19920629    7215    -20.95    139.93       8.0       17.07
19920701    7216     14.15    114.81    1403.0        6.35
19920629    7217      7.35    157.74      13.0      -34.49
19920703    7218      7.55    178.53     264.0        4.66
19920706    7219     -5.23     53.79      16.0        6.35
19920710    7220    -11.79     30.07    1056.0       -2.28
19920707    7221      5.37    117.41       3.0        2.09
19920714    7222    -10.89     15.40    1255.0       -1.52
19920708    7223    -14.42     88.96      62.0       -1.18
19920710    7224    -11.96     73.79      46.0       -1.61
19920714    7225     -9.24    336.51     141.0       56.05
19920715    7226    -23.33      4.07     264.0        6.68
19920713    7227     10.06    317.80      59.0       26.42
19920712    7228     -2.42    331.38       7.0      -41.30
19920720    7229     23.61    310.37     222.0       21.85
19920715    7230    -15.03    288.62      24.0       47.36
19920717    7232     15.75    261.47     106.0      -43.43
19920717    7233      6.88     13.30      34.0      -22.47
19920722    7234    -16.69    307.83      71.0        3.29
19920721    7235     -3.66    298.19      31.0      -28.03
19920722    7236     18.08    245.15      74.0      -15.82
19920723    7237      5.01    279.01      23.0        4.95
19920727    7238    -19.76    146.62     299.0       22.89
19920726    7239    -12.52    223.66       5.0        2.88
19920728    7240    -13.67    196.71      23.0       26.09
19920803    7241     13.88    118.99     334.0       50.06
19920730    7242     17.39    105.00     232.0       45.54
19920817    7243     14.21    211.58      82.0       -0.89
19920730    7244     16.46     91.59       8.0       -9.81
19920809    7245     -5.58     64.12     473.0       -0.16
19920801    7246     -5.53    135.32       6.0      -34.19
19920809    7248    -11.95     26.90     663.0       -1.61
19920803    7250     24.45     35.24      11.0       -0.25
19920807    7251    -17.75     31.11      57.0       27.90
19920803    7252    -15.45    128.15      34.0       -7.56
19920806    7253     19.35     67.79      16.0       31.66
19920807    7255    -10.25     13.50      10.0       -2.37
19920811    7256    -15.66    311.19     114.0      -71.40
19920809    7257    -19.48     64.98     105.0      -14.62
19920809    7258    -12.05     52.37       5.0       -7.94
19920809    7259    -10.55    338.10       4.0       12.90
19920820    7260     16.25    257.21    2056.0       -3.21
19920815    7261    -24.25    306.94      91.0       22.99
19920817    7262     16.72    315.12     207.0       18.29
19920817    7263     15.85    302.95      15.0       27.89
19920823    7265    -18.90    165.45      81.0       72.01
19920824    7266     17.76    139.37       7.0      -67.64
19920831    7267      2.20    116.95      68.0        6.73
19920828    7268      5.87    173.27      73.0        6.15
19920907    7270     -9.37     40.21    1237.0       -7.15
19920901    7271     -8.36     44.98      10.0       46.68
19920903    7272    -11.07    101.19     341.0       -1.24
19920903    7273    -18.62     34.05       2.0        2.94
19920906    7274      5.65     16.04      47.0      -19.90
19920905    7275    -11.11     69.94       9.0       -6.45
19920909    7277    -11.04    295.21      21.0        7.62
19920909    7278     10.90    302.33      22.0       13.66
19920912    7279     -6.98    253.19       3.0       -3.69
19920914    7280    -13.62    222.72     121.0      -11.55
19920913    7281     11.63    322.30      44.0       -2.36
19920914    7282    -17.85    293.89     288.0        5.34
19920923    7283    -14.97    166.29     168.0      -18.74
19920916    7284      9.82    227.15      12.0      -72.17
19920918    7285     -8.03    164.51      48.0        5.59
19920919    7286     13.10    191.20      11.0       12.56
19920923    7287      7.66    169.37      69.0       16.96
19920922    7288    -16.92    151.16     242.0        4.37
19920923    7289     -9.65    103.34     320.0        7.95
19920923    7291     -5.67    129.13      43.0       -1.01
19920927    7292     19.47     67.37       2.0       56.22
19920928    7293     -6.62     66.14     232.0       -2.93
19921028    7294     -9.45     45.35     420.0      -17.41
19920928    7295     13.51     22.83     207.0       16.09
19920929    7296      5.96     21.09     142.0       14.45
19921002    7298     15.99    347.61     206.0       16.70
19921001    7299     11.88    335.09      20.0        8.21
19921005    7300     13.03    310.82      84.0       -1.58
19921006    7301    -16.67    332.08     157.0        1.68
19921005    7302    -14.86      9.55      22.0      -13.15
19921006    7303    -12.77    326.68     562.0        8.93
19921004    7304      3.78    351.75      13.0      -16.02
19921006    7305     11.62    302.59     247.0       10.40
19921010    7306     -7.68    284.79     357.0      -21.80
19921010    7307    -16.57    239.78      17.0        0.53
19921010    7308      9.06    271.52       7.0       49.62
19921013    7309    -16.21    250.49       8.0       51.25
19921016    7310      7.34    174.02      70.0       13.35
19921019    7311    -18.33    165.04     108.0       10.51
19921016    7312     20.54    144.84      20.0       28.91
19921018    7313     -5.35    135.86      11.0       -8.27
19921018    7314     14.89    109.56     159.0       44.19
19921025    7315      5.72    130.87    1139.0        6.99
19921023    7316    -10.47     95.08     585.0        9.58
19921018    7318      8.07    212.20      14.0       -1.33
19921024    7320     16.85     76.08      13.0       16.00
19921029    7321    -25.35     69.94    2134.0      -31.69
19921025    7322      1.26     73.68      15.0        3.64
19921028    7323    -13.49     13.34     519.0       -4.75
19921101    7324     15.45    349.78      75.0      -31.63
19921029    7325    -15.63    335.45     181.0       34.63
19921101    7326     -5.38    342.52     324.0       -2.50
19921027    7327      8.06    105.88      66.0        3.23
19921029    7328     12.81    352.95       4.0        2.89
19921101    7329    -19.62    294.96      12.0      -19.99
19921108    7330     -8.33    266.33     683.0       -9.46
19921105    7332    -22.17    323.18     326.0       36.53
19921105    7333      7.06    252.41       1.0      -30.49
19921109    7334     12.68    214.27     351.0      -50.01
19921110    7335    -17.95    205.09     835.0       18.46
19921110    7336      6.46    277.41      96.0        3.25
19921112    7337      7.09    136.72     226.0       38.68
19921111    7338      6.19    227.55      13.0       55.18
19921112    7339    -16.59    180.02      11.0      -15.07
19921120    7340     -7.82    108.05      17.0        7.33
19921119    7341    -15.65    162.06     512.0        0.73
19921119    7342     -8.06    131.06     109.0        5.78
19921117    7343      6.93    117.69       5.0      -44.92
19921119    7344    -14.52     84.16      11.0      -44.27
19921119    7345    -23.65     62.65     627.0       22.32
19921120    7346     -7.18     52.29     885.0        2.39
19921123    7347     -7.05     68.88     266.0        9.66
19921127    7348     12.28    342.45     601.0       -8.96
19921128    7350    -19.51    335.90     144.0       10.20
19921125    7351    -16.17    332.92      96.0      -42.43
19921202    7352     20.89    342.40     582.0       -3.82
19921127    7353     -4.33    305.80      47.0      -15.88
19921130    7354    -23.85      4.34      30.0       -0.79
19921207    7355    -17.41    204.16     162.0      -61.01
19921204    7357    -13.32    215.96       5.0       60.70
19921205    7358      7.29    251.35      43.0       18.02
19921206    7359    -28.31    220.99      20.0       14.93
19921212    7360    -17.51    164.37     607.0       20.73
19921215    7362     -5.38    178.11    1020.0        0.38
19921210    7363     -7.88    135.89     408.0       -0.70
19921213    7364      8.36    139.58      90.0       27.39
19921210    7365    -21.12    195.19     131.0       13.83
19921213    7366    -11.81    110.22      89.0        1.89
19921213    7367    -16.18    179.80      30.0      -29.01
19921215    7368    -33.34     92.50     112.0       29.30
19921217    7369     -6.85     60.44       1.0       68.68
19921219    7370     -8.77     48.79      91.0      -18.77
19921219    7371     -9.80    125.97     263.0       26.79
19921219    7372    -12.20     18.33     114.0      -82.13
19921218    7373      4.09     81.76       6.0       31.19
19921221    7374     -8.87      2.69     929.0       60.51
19921220    7375     14.61    103.73      91.0       20.66
19921229    7376     16.33    353.45     125.0       21.73
19921222    7378     12.20    343.05      94.0        2.13
19921224    7379    -11.47    316.60     123.0       45.15
19921222    7380    -15.75     69.53      15.0       37.02
19921227    7381      4.71    316.34     335.0       -6.63
19921225    7382    -16.81    296.18       7.0       -9.56
19921228    7383     -4.42    317.76      21.0       -2.67
19921228    7384      2.51    344.16       7.0      -38.74
19921228    7385    -21.03      0.92      14.0       55.35
19930103    7386     -5.31    183.37     365.0       10.81
19930107    7387    -22.50    181.61     257.0       38.30
19930104    7388     -7.30    270.56     171.0        9.74
19930110    7389    -19.69    163.09      61.0      -13.90
19930104    7390     11.94    259.67      11.0       25.54
19930112    7391    -12.64    131.10     154.0      -11.90
19930104    7392     13.06    190.62       5.0      -16.72
19930105    7393    -18.10    196.51      19.0       -8.66
19930110    7394    -17.63    177.70     195.0       16.42
19930111    7395     13.66    112.46      14.0       80.84
19930110    7396    -12.75    144.64      11.0       37.31
19930107    7397     11.05    234.55      33.0        1.99
19930110    7398      7.61    116.79     167.0        1.31
19930113    7399      6.00    132.75      87.0        7.71
19930116    7400     -8.95    108.94     465.0       -9.41
19930119    7401    -12.01     19.51     178.0        8.48
19930120    7402    -23.94     24.12      32.0       68.61
19930118    7404     13.37     94.51      69.0       -0.65
19930121    7406    -13.87    309.18     119.0       17.77
19930127    7407     -6.66    275.60      25.0      -79.54
19930125    7409     17.23    317.64      32.0        4.96
19930130    7411    -11.83    294.68     242.0        7.14
19930129    7412    -14.94    190.97     118.0       13.65
19930128    7413     11.27    203.28       8.0       -1.30
19930207    7414     14.85    179.43      71.0       -7.95
19930204    7416    -10.24    123.49      71.0      -13.96
19930204    7417     15.71    118.30    1466.0       14.91
19930205    7418      4.11    165.76     448.0       14.05
19930204    7419     10.57    113.39     175.0        0.96
19930211    7420     -6.61     86.31    1556.0       19.65
19930205    7421    -12.85    216.34      27.0        0.97
19930209    7422      3.92    107.05      34.0      -16.02
19930208    7423     20.01    175.55       3.0        5.86
19930213    7424      9.60     22.85     145.0       -2.92
19930217    7425     15.78    353.84     260.0      -19.19
19930215    7426      5.97    331.09      36.0        6.76
19930218    7427    -19.37    321.63     183.0        6.28
19930220    7428     -6.37    307.70       8.0       17.21
19930219    7429    -13.55    294.35     164.0       45.24
19930224    7430      8.46    315.45     284.0       12.26
19930220    7431    -11.89    285.92     156.0        2.28
19930223    7432    -16.90    260.20     322.0      -21.44
19930223    7433     12.80    238.91     538.0       20.03
19930224    7434    -12.50    219.13     229.0       31.36
19930304    7435      8.85    183.35     626.0        2.02
19930228    7436     17.24    273.20      63.0      -13.42
19930301    7437    -24.26    242.48       6.0       15.33
19930305    7439     -9.79    113.62     218.0       12.92
19930308    7440     -5.66    101.46    1409.0       -3.14
19930305    7441      9.25     94.96     446.0        4.92
19930304    7442     17.01    176.47      11.0       27.48
19930307    7443     17.57    119.11      14.0       10.28
19930311    7444     -7.92     83.10      53.0       -3.79
19930308    7445      1.40     89.02      15.0       34.25
19930310    7446     10.01     75.22      32.0      -10.89
19930320    7448     16.34    351.22     744.0       29.93
19930315    7449     -9.76     24.98       9.0        8.38
19930321    7450    -16.10    301.16      85.0      -75.07
19930318    7451    -16.85    288.08      68.0      -22.70
19930325    7452    -11.84    286.54     317.0        9.21
19930326    7454    -16.15    245.65       7.0        8.20
19930321    7455     18.84    328.75       9.0      -32.48
19930322    7456      5.97    268.97      20.0       16.94
19930323    7457     10.66    301.84      75.0       37.38
19930322    7458    -12.48    255.80       1.0      -34.91
19930325    7459     11.86    265.23       9.0      -20.80
19930326    7460     21.83    193.41      24.0       -7.59
19930328    7461      5.87    157.32     565.0        2.08
19930326    7462     19.17    250.85      13.0       55.21
19930331    7463    -11.67    138.45     164.0       -5.27
19930330    7464      9.55    183.19      21.0      -20.33
19930407    7465     -6.29    107.98     651.0       30.40
19930403    7466    -20.40    153.89     181.0       27.88
19930402    7467      8.84    196.51      26.0      -15.43
19930409    7469    -10.16     78.61    1059.0       -4.57
19930404    7470     -8.20     68.66      28.0       -3.71
19930409    7471     16.45     64.83      16.0       20.71
19930411    7472      4.28     78.56     364.0       19.56
19930410    7473     16.06      4.44      10.0      -25.84
19930415    7475      5.72    282.17      44.0      -12.31
19930421    7477     11.07    230.78     683.0       -8.53
19930419    7479    -11.37    291.71       3.0      -43.48
19930420    7480    -12.97    212.38     209.0       -5.87
19930420    7481     -6.26    279.92      12.0       -5.26
19930424    7483    -14.35    250.71     515.0       10.68
19930421    7484      6.00    238.15      40.0       -4.64
19930419    7485    -12.12    281.58       3.0      -24.90
19930423    7486     10.14    263.03      14.0        0.42
19930421    7487    -10.79    241.40      30.0       25.14
19930424    7488    -20.66    157.93      30.0       46.21
19930423    7489     11.51    162.75       7.0      -47.46
19930428    7490      8.53    129.70     162.0      -15.60
19930425    7491     10.23    182.02      12.0       14.48
19930428    7492    -12.91    152.37      46.0       19.29
19930429    7493    -10.99     88.84     124.0       15.81
19930429    7494     -3.03     99.15       9.0       -3.74
19930509    7496     15.06      9.40     644.0       -5.91
19930505    7497     -7.47    121.29     131.0       15.23
19930505    7498    -22.78     92.45       7.0       25.04
19930509    7499     -8.97     43.33     220.0        3.02
19930507    7500     17.23    349.94    1111.0      -23.72
19930506    7501    -11.13     34.19      23.0      -10.24
19930511    7502    -12.88     28.38     102.0      -21.07
19930511    7503     -4.91    295.33      16.0       24.20
19930512    7504      8.05    277.30     149.0       30.71
19930517    7506     13.28    264.97      18.0       45.07
19930518    7509    -16.62    253.00      16.0       25.84
19930524    7510    -19.74    151.78      17.0       42.90
19930528    7512      7.93    102.20     300.0       12.65
19930525    7513      3.13    111.40      11.0       -8.10
19930527    7514     16.90     81.96     152.0      -35.07
19930602    7515     14.39     77.15     855.0       19.22
19930530    7517      8.14     49.65     190.0        0.42
19930609    7518     -9.37     15.79     929.0       -4.27
19930605    7519      5.73    358.01     151.0      -21.08
19930603    7521     12.13     15.13      15.0       37.91
19930611    7522     21.87    282.55     168.0       40.06
19930616    7523     10.45    210.71       6.0       71.56
19930622    7525    -17.36    190.30     125.0       24.33
19930621    7526     12.10    193.03       3.0        2.20
19930623    7527      9.48    128.38      32.0       45.63
19930625    7528      2.67    122.64     217.0       11.63
19930629    7529    -12.51     60.97     315.0       11.14
19930630    7530    -11.01     29.60     630.0      -10.03
19930626    7531      1.05    105.08      18.0      -51.75
19930628    7534    -14.77     13.16      17.0       31.95
19930701    7535      1.12      7.09       7.0      -29.31
19930629    7536     -7.52     40.75       2.0       82.37
19930703    7537     10.83     27.30      19.0        1.89
19930705    7538    -10.27    301.34     155.0       18.91
19930703    7539    -16.23      2.16       1.0       82.89
19930705    7540      5.65     17.23      51.0      -18.62
19930709    7541     21.60    278.34       2.0        5.04
19930707    7542      7.00    258.49     232.0      -40.12
19930716    7543     -8.51    222.92     316.0       -9.72
19930711    7544      3.93    229.71      44.0       22.00
19930717    7545      6.37    194.25     139.0       11.52
19930714    7546     -8.28    188.57       9.0       -1.56
19930719    7547      8.18    120.85     156.0        2.74
19930723    7548    -11.28    106.90     239.0      -70.97
19930718    7549    -17.62    184.45      93.0        0.83
19930721    7550    -19.76    103.33     155.0       10.86
19930723    7551     -8.94     82.44      71.0        6.45
19930731    7552     15.07     19.38     148.0       15.63
19930729    7553    -11.86     30.83     153.0        4.50
19930728    7554     -8.40     42.73      11.0      -21.94
19930729    7555      7.09    341.46      53.0       64.85
19930804    7557    -17.66    259.95      52.0       -0.44
19930804    7558     11.80    241.90     401.0       -2.19
19930806    7559    -14.13    281.43      23.0       22.06
19930809    7560     16.50    177.99      36.0       38.37
19930809    7561     11.25    198.85      63.0       32.71
19930811    7562      9.57    256.92     332.0       -2.82
19930812    7563     -1.25    138.14     408.0        1.25
19930819    7565    -10.46    103.96     116.0       59.58
19930819    7566     -8.40     46.56     246.0        4.60
19930822    7568      9.72      7.66      99.0        7.46
19930824    7570    -10.50    353.06       3.0       66.87
19930824    7571    -18.07     85.22      23.0       24.39
19930826    7572     20.33    321.02     113.0      -10.30
19930827    7573      6.87    308.34      60.0        8.98
19930830    7575     -7.82    281.29       7.0       42.93
19930904    7576     10.51    218.09      73.0      -14.13
19930905    7578    -27.74    286.54      13.0       10.70
19930909    7579      9.07    238.34       9.0       19.54
19930916    7581    -11.46     34.66      70.0       79.57
19930915    7582      7.00    125.22       5.0      -53.34
19930917    7583    -20.81     81.01      11.0      -21.86
19930918    7584     -2.28     91.65       5.0        9.80
19930926    7585     -7.06    342.82     468.0      -19.77
19930923    7586     -2.83    350.70       3.0      -64.04
19930925    7587      4.13      0.91      16.0      -33.68
19930925    7588     20.18    319.44      41.0        2.82
19931002    7590     10.96    226.70    1390.0       -3.64
19930928    7591      5.42    237.87       9.0      -18.94
19931005    7592    -14.56    181.58     800.0      -10.07
19931003    7593    -16.87    266.47     119.0       -2.98
19931002    7594      8.66    247.84      13.0       11.27
19931010    7597    -21.33     79.25     477.0       24.32
19931010    7598    -10.87     83.74      10.0       14.14
19931011    7599    -12.67    111.18      12.0       29.44
19931013    7600     13.80     44.27      55.0        1.39
19931016    7601      5.84     68.62      51.0        1.51
19931017    7602     -7.94    348.06     126.0      -57.54
19931020    7603    -16.27    334.05      34.0       27.01
19931024    7604      8.08      3.05     173.0       -6.71
19931022    7605    -17.47    351.59     202.0        3.92
19931022    7607     -2.25    307.43       8.0       -3.71
19931030    7608      9.68    235.53      44.0      -11.32
19931026    7609     11.24    276.38       4.0        1.25
19931027    7610     -9.47    306.81      16.0        8.40
19931030    7612    -17.09    186.25       5.0       19.91
19931102    7613    -11.62    155.13     705.0       11.12
19931101    7614     -6.64    165.46       5.0       28.89
19931102    7615    -13.42    205.51       9.0       36.47
19931109    7616      6.16     70.94      12.0       24.63
